Poblacion;Linea;Linea2;Sexo;Individuo;Triplete
CAT;1;CAT1;H;1;CAT1H
CAT;1;CAT1;H;3;CAT1H
CAT;1;CAT1;M;2;CAT1M
CAT;10;CAT10;H;1;CAT10H
CAT;10;CAT10;H;2;CAT10H
CAT;10;CAT10;H;3;CAT10H
CAT;11;CAT11;H;1;CAT11H
CAT;11;CAT11;H;2;CAT11H
CAT;11;CAT11;H;3;CAT11H
CAT;12;CAT12;H;1;CAT12H
CAT;12;CAT12;H;2;CAT12H
CAT;12;CAT12;H;3;CAT12H
CAT;13;CAT13;H;1;CAT13H
CAT;13;CAT13;H;2;CAT13H
CAT;13;CAT13;H;3;CAT13H
CAT;14;CAT14;H;1;CAT14H
CAT;14;CAT14;M;1;CAT14M
CAT;14;CAT14;M;2;CAT14M
CAT;15;CAT15;H;3;CAT15H
CAT;15;CAT15;H;1;CAT15H
CAT;15;CAT15;H;2;CAT15H
CAT;15;CAT15;M;1;CAT15M
CAT;2;CAT2;H;1;CAT2H
CAT;2;CAT2;H;2;CAT2H
CAT;2;CAT2;H;3;CAT2H
CAT;2;CAT2;M;2;CAT2M
CAT;3;CAT3;H;1;CAT3H
CAT;3;CAT3;H;2;CAT3H
CAT;3;CAT3;H;3;CAT3H
CAT;4;CAT4;H;1;CAT4H
CAT;4;CAT4;H;2;CAT4H
CAT;4;CAT4;H;3;CAT4H
CAT;5;CAT5;H;1;CAT5H
CAT;5;CAT5;H;2;CAT5H
CAT;5;CAT5;H;3;CAT5H
CAT;5;CAT5;M;1;CAT5M
CAT;6;CAT6;H;1;CAT6H
CAT;6;CAT6;H;2;CAT6H
CAT;6;CAT6;M;1;CAT6M
CAT;7;CAT7;H;1;CAT7H
CAT;7;CAT7;H;2;CAT7H
CAT;7;CAT7;H;3;CAT7H
CAT;7;CAT7;M;1;CAT7M
CAT;7;CAT7;M;2;CAT7M
CAT;8;CAT8;H;1;CAT8H
CAT;8;CAT8;H;3;CAT8H
CAT;8;CAT8;M;1;CAT8M
CAT;8;CAT8;M;3;CAT8M
CAT;9;CAT9;H;1;CAT9H
CAT;9;CAT9;H;2;CAT9H
CAT;9;CAT9;H;3;CAT9H
HY;17;HY17;H;1;HY17H
HY;17;HY17;H;2;HY17H
HY;17;HY17;H;3;HY17H
HY;19;HY19;H;1;HY19H
HY;19;HY19;H;2;HY19H
HY;19;HY19;H;3;HY19H
HY;25;HY25;H;1;HY25H
HY;25;HY25;H;2;HY25H
HY;25;HY25;H;3;HY25H
HY;26;HY26;H;1;HY26H
HY;26;HY26;H;2;HY26H
HY;26;HY26;H;3;HY26H
HY;26;HY26;H;4;HY26H
HY;34;HY34;H;1;HY34H
HY;34;HY34;H;2;HY34H
HY;34;HY34;H;3;HY34H
HY;37;HY37;H;1;HY37H
HY;37;HY37;H;2;HY37H
HY;37;HY37;H;3;HY37H
HY;38;HY38;H;1;HY38H
HY;38;HY38;H;2;HY38H
HY;38;HY38;H;3;HY38H
HY;40;HY40;H;1;HY40H
HY;40;HY40;H;2;HY40H
HY;40;HY40;H;3;HY40H
HY;C;HYC;H;1;HYCH
HY;34;HY34;M;1;HY34M
HY;37;HY37;M;1;HY37M
HY;38;HY38;M;1;HY38M
HY;40;HY40;M;1;HY40M
LAPACHO;11;LAPACHO11;M;1;LAPACHO11M
LAPACHO;13;LAPACHO13;M;1;LAPACHO13M
LAPACHO;21;LAPACHO21;M;1;LAPACHO21M
LAPACHO;3;LAPACHO3;M;1;LAPACHO3M
LAPACHO;4;LAPACHO4;M;1;LAPACHO4M
LAPACHO;6;LAPACHO6;M;1;LAPACHO6M
LAPACHO;8;LAPACHO8;M;1;LAPACHO8M
LAPACHO;9;LAPACHO9;M;1;LAPACHO9M
LAPACHO;2;LAPACHO2;M;2;LAPACHO2M
MG;104;MG104;H;1;MG104H
MG;104;MG104;H;2;MG104H
MG;104;MG104;H;3;MG104H
MG;104;MG104;M;1;MG104M
MG;105;MG105;H;1;MG105H
MG;105;MG105;H;2;MG105H
MG;105;MG105;H;3;MG105H
MG;105;MG105;M;1;MG105M
MG;106;MG106;H;1;MG106H
MG;106;MG106;H;2;MG106H
MG;106;MG106;H;3;MG106H
MG;107;MG107;H;1;MG107H
MG;107;MG107;H;2;MG107H
MG;107;MG107;H;3;MG107H
MG;109;MG109;H;1;MG109H
MG;109;MG109;H;2;MG109H
MG;109;MG109;H;3;MG109H
MG;111;MG111;H;1;MG111H
MG;111;MG111;H;2;MG111H
MG;111;MG111;H;3;MG111H
MG;111;MG111;M;1;MG111M
MG;113;MG113;H;1;MG113H
MG;113;MG113;H;2;MG113H
MG;113;MG113;H;3;MG113H
MG;113;MG113;M;1;MG113M
MG;117;MG117;H;1;MG117H
MG;117;MG117;H;2;MG117H
MG;117;MG117;H;3;MG117H
MG;117;MG117;M;1;MG117M
MG;120;MG120;H;1;MG120H
MG;120;MG120;H;2;MG120H
MG;120;MG120;H;3;MG120H
MG;120;MG120;M;1;MG120M
MG;C;MGC;H;1;MGCH
MG;C;MGC;H;2;MGCH
MG;C;MGC;H;3;MGCH
MG;D ;MGD ;H;1;MGD H
MG;D ;MGD ;H;2;MGD H
MG;D ;MGD ;H;3;MGD H
MG;D ;MGD ;M;2;MGD M
OLTA;1;OLTA1;M;1;OLTA1M
OLTA;10;OLTA10;H;1;OLTA10H
OLTA;10;OLTA10;H;2;OLTA10H
OLTA;10;OLTA10;H;3;OLTA10H
OLTA;10;OLTA10;M;1;OLTA10M
OLTA;11;OLTA11;H;1;OLTA11H
OLTA;11;OLTA11;H;2;OLTA11H
OLTA;11;OLTA11;H;3;OLTA11H
OLTA;11;OLTA11;M;1;OLTA11M
OLTA;12;OLTA12;H;1;OLTA12H
OLTA;12;OLTA12;H;2;OLTA12H
OLTA;12;OLTA12;H;3;OLTA12H
OLTA;12;OLTA12;M;2;OLTA12M
OLTA;2;OLTA2;M;1;OLTA2M
OLTA;4;OLTA4;H;1;OLTA4H
OLTA;4;OLTA4;H;2;OLTA4H
OLTA;4;OLTA4;H;3;OLTA4H
OLTA;5;OLTA5;H;1;OLTA5H
OLTA;5;OLTA5;H;2;OLTA5H
OLTA;5;OLTA5;H;3;OLTA5H
OLTA;6;OLTA6;H;1;OLTA6H
OLTA;6;OLTA6;H;2;OLTA6H
OLTA;6;OLTA6;H;3;OLTA6H
OLTA;7;OLTA7;H;1;OLTA7H
OLTA;7;OLTA7;H;2;OLTA7H
OLTA;7;OLTA7;H;3;OLTA7H
OLTA;8;OLTA8;H;1;OLTA8H
OLTA;8;OLTA8;H;2;OLTA8H
OLTA;8;OLTA8;H;3;OLTA8H
OLTA;8;OLTA8;M;1;OLTA8M
OLTA;9;OLTA9;H;2;OLTA9H
OLTA;9;OLTA9;H;3;OLTA9H
OLTA;9;OLTA9;M;1;OLTA9M
OLTA;1;OLTA1;H;1;OLTA1H
OLTA;1;OLTA1;H;2;OLTA1H
OLTA;1;OLTA1;H;3;OLTA1H
OLTA;2;OLTA2;H;1;OLTA2H
OLTA;2;OLTA2;H;2;OLTA2H
OLTA;2;OLTA2;H;3;OLTA2H
OLTA;3;OLTA3;H;1;OLTA3H
OLTA;3;OLTA3;H;2;OLTA3H
OLTA;3;OLTA3;H;3;OLTA3H
PTQ;13;PTQ13;H;1;PTQ13H
PTQ;13;PTQ13;H;2;PTQ13H
PTQ;13;PTQ13;H;3;PTQ13H
PTQ;13;PTQ13;M;1;PTQ13M
PTQ;14;PTQ14;H;1;PTQ14H
PTQ;14;PTQ14;H;2;PTQ14H
PTQ;14;PTQ14;H;3;PTQ14H
PTQ;15;PTQ15;H;1;PTQ15H
PTQ;15;PTQ15;H;2;PTQ15H
PTQ;15;PTQ15;M;4;PTQ15M
PTQ;2;PTQ2;M;1;PTQ2M
PTQ;21;PTQ21;H;1;PTQ21H
PTQ;21;PTQ21;H;2;PTQ21H
PTQ;22;PTQ22;H;1;PTQ22H
PTQ;24;PTQ24;H;1;PTQ24H
PTQ;24;PTQ24;H;2;PTQ24H
PTQ;24;PTQ24;H;3;PTQ24H
PTQ;27;PTQ27;H;1;PTQ27H
PTQ;27;PTQ27;H;2;PTQ27H
PTQ;27;PTQ27;H;3;PTQ27H
PTQ;27;PTQ27;M;1;PTQ27M
PTQ;3;PTQ3;M;1;PTQ3M
PTQ;30;PTQ30;H;1;PTQ30H
PTQ;30;PTQ30;M;1;PTQ30M
PTQ;30;PTQ30;M;2;PTQ30M
PTQ;34;PTQ34;H;1;PTQ34H
PTQ;34;PTQ34;H;2;PTQ34H
PTQ;34;PTQ34;H;3;PTQ34H
PTQ;34;PTQ34;M;1;PTQ34M
PTQ;34;PTQ34;M;2;PTQ34M
PTQ;36;PTQ36;M;1;PTQ36M
PTQ;39;PTQ39;H;1;PTQ39H
PTQ;39;PTQ39;H;2;PTQ39H
PTQ;39;PTQ39;H;3;PTQ39H
PTQ;8;PTQ8;M;1;PTQ8M
QUILINO;1;QUILINO1;M;1;QUILINO1M
QUILINO;1;QUILINO1;H;1;QUILINO1H
QUILINO;1;QUILINO1;H;2;QUILINO1H
QUILINO;1;QUILINO1;H;3;QUILINO1H
QUILINO;2;QUILINO2;H;1;QUILINO2H
QUILINO;2;QUILINO2;H;2;QUILINO2H
QUILINO;2;QUILINO2;H;3;QUILINO2H
QUILINO;2;QUILINO2;M;1;QUILINO2M
QUILINO;3;QUILINO3;H;1;QUILINO3H
QUILINO;3;QUILINO3;H;2;QUILINO3H
QUILINO;3;QUILINO3;H;3;QUILINO3H
QUILINO;3;QUILINO3;M;1;QUILINO3M
QUILINO;4;QUILINO4;H;1;QUILINO4H
QUILINO;4;QUILINO4;H;2;QUILINO4H
QUILINO;4;QUILINO4;H;3;QUILINO4H
QUILINO;4;QUILINO4;M;1;QUILINO4M
QUILINO;5;QUILINO5;H;1;QUILINO5H
QUILINO;5;QUILINO5;H;2;QUILINO5H
QUILINO;5;QUILINO5;H;3;QUILINO5H
QUILINO;5;QUILINO5;M;1;QUILINO5M
QUILINO;6;QUILINO6;H;1;QUILINO6H
QUILINO;6;QUILINO6;H;2;QUILINO6H
QUILINO;6;QUILINO6;H;3;QUILINO6H
QUILINO;6;QUILINO6;M;1;QUILINO6M
QUILINO;7;QUILINO7;H;1;QUILINO7H
QUILINO;7;QUILINO7;H;2;QUILINO7H
QUILINO;7;QUILINO7;H;3;QUILINO7H
QUILINO;7;QUILINO7;M;1;QUILINO7M
QUILINO;8;QUILINO8;M;1;QUILINO8M
SALAR;12;SALAR12;H;1;SALAR12H
SALAR;12;SALAR12;H;2;SALAR12H
SALAR;12;SALAR12;H;3;SALAR12H
SALAR;13;SALAR13;H;1;SALAR13H
SALAR;13;SALAR13;H;2;SALAR13H
SALAR;13;SALAR13;H;3;SALAR13H
SALAR;15;SALAR15;H;1;SALAR15H
SALAR;15;SALAR15;H;2;SALAR15H
SALAR;15;SALAR15;H;3;SALAR15H
SALAR;29;SALAR29;H;1;SALAR29H
SALAR;29;SALAR29;H;2;SALAR29H
SALAR;29;SALAR29;H;3;SALAR29H
SALAR;31;SALAR31;H;1;SALAR31H
SALAR;31;SALAR31;H;2;SALAR31H
SALAR;31;SALAR31;H;3;SALAR31H
SALAR;31;SALAR31;M;1;SALAR31M
SALAR;37;SALAR37;H;1;SALAR37H
SALAR;37;SALAR37;H;2;SALAR37H
SALAR;37;SALAR37;H;3;SALAR37H
SALAR;37;SALAR37;M;1;SALAR37M
SALAR;39;SALAR39;H;1;SALAR39H
SALAR;39;SALAR39;H;2;SALAR39H
SALAR;39;SALAR39;H;3;SALAR39H
SALAR;39;SALAR39;M;1;SALAR39M
SALAR;42;SALAR42;H;1;SALAR42H
SALAR;42;SALAR42;H;2;SALAR42H
SALAR;42;SALAR42;H;3;SALAR42H
SALAR;42;SALAR42;M;1;SALAR42M
SALAR;50;SALAR50;H;1;SALAR50H
SALAR;50;SALAR50;H;2;SALAR50H
SALAR;50;SALAR50;H;3;SALAR50H
SALAR;54;SALAR54;H;1;SALAR54H
SALAR;54;SALAR54;H;2;SALAR54H
SALAR;54;SALAR54;H;3;SALAR54H
SALAR;54;SALAR54;M;2;SALAR54M
SALAR;69;SALAR69;H;1;SALAR69H
SALAR;69;SALAR69;H;2;SALAR69H
SALAR;69;SALAR69;H;3;SALAR69H
SALAR;69;SALAR69;M;3;SALAR69M
SALAR;72;SALAR72;H;1;SALAR72H
SALAR;72;SALAR72;H;2;SALAR72H
SALAR;72;SALAR72;H;3;SALAR72H
SALAR;82;SALAR82;H;1;SALAR82H
SALAR;82;SALAR82;H;2;SALAR82H
SALAR;82;SALAR82;H;3;SALAR82H
SALAR;85;SALAR85;H;1;SALAR85H
SALAR;85;SALAR85;H;2;SALAR85H
SALAR;85;SALAR85;H;3;SALAR85H
SALAR;85;SALAR85;M;1;SALAR85M
SALAR;93;SALAR93;H;1;SALAR93H
SALAR;93;SALAR93;H;2;SALAR93H
SALAR;93;SALAR93;H;3;SALAR93H
SALAR;93;SALAR93;M;1;SALAR93M
SP;1;SP1;M;1;SP1M
SP;2;SP2;M;1;SP2M
SP;3;SP3;M;1;SP3M
SP;4;SP4;M;1;SP4M
SP;5;SP5;M;1;SP5M
SP;6;SP6;M;1;SP6M
SP;7;SP7;M;2;SP7M
SP;8;SP8;M;1;SP8M
SP;9;SP9;M;2;SP9M
STGO;1;STGO1;H;1;STGO1H
STGO;1;STGO1;H;2;STGO1H
STGO;1;STGO1;H;3;STGO1H
STGO;1;STGO1;M;1;STGO1M
STGO;10;STGO10;H;1;STGO10H
STGO;10;STGO10;H;2;STGO10H
STGO;10;STGO10;H;3;STGO10H
STGO;10;STGO10;M;1;STGO10M
STGO;11;STGO11;H;1;STGO11H
STGO;11;STGO11;H;2;STGO11H
STGO;11;STGO11;M;1;STGO11M
STGO;12;STGO12;H;1;STGO12H
STGO;12;STGO12;H;2;STGO12H
STGO;12;STGO12;H;3;STGO12H
STGO;12;STGO12;H;4;STGO12H
STGO;12;STGO12;M;2;STGO12M
STGO;13;STGO13;H;1;STGO13H
STGO;13;STGO13;H;2;STGO13H
STGO;13;STGO13;H;3;STGO13H
STGO;13;STGO13;M;2;STGO13M
STGO;15;STGO15;H;1;STGO15H
STGO;15;STGO15;H;2;STGO15H
STGO;15;STGO15;H;3;STGO15H
STGO;15;STGO15;M;1;STGO15M
STGO;2;STGO2;H;1;STGO2H
STGO;2;STGO2;H;2;STGO2H
STGO;2;STGO2;H;3;STGO2H
STGO;2;STGO2;M;1;STGO2M
STGO;3;STGO3;H;1;STGO3H
STGO;3;STGO3;H;2;STGO3H
STGO;3;STGO3;H;3;STGO3H
STGO;3;STGO3;M;1;STGO3M
STGO;4;STGO4;H;1;STGO4H
STGO;4;STGO4;H;2;STGO4H
STGO;4;STGO4;H;3;STGO4H
STGO;5;STGO5;H;1;STGO5H
STGO;5;STGO5;H;2;STGO5H
STGO;5;STGO5;H;3;STGO5H
STGO;5;STGO5;M;1;STGO5M
STGO;5;STGO5;M;2;STGO5M
STGO;6;STGO6;H;1;STGO6H
STGO;6;STGO6;H;2;STGO6H
STGO;6;STGO6;H;3;STGO6H
STGO;6;STGO6;M;1;STGO6M
STGO;7;STGO7;H;1;STGO7H
STGO;7;STGO7;H;2;STGO7H
STGO;7;STGO7;H;3;STGO7H
STGO;7;STGO7;M;1;STGO7M
STGO;8;STGO8;H;1;STGO8H
STGO;8;STGO8;H;2;STGO8H
STGO;8;STGO8;H;3;STGO8H
STGO;8;STGO8;M;1;STGO8M
STGO;9;STGO9;H;1;STGO9H
STGO;9;STGO9;H;2;STGO9H
STGO;9;STGO9;H;3;STGO9H
STGO;9;STGO9;M;1;STGO9M
TIC;1;TIC1;M;1;TIC1M
TIC;10;TIC10;M;1;TIC10M
TIC;11;TIC11;M;1;TIC11M
TIC;12;TIC12;M;1;TIC12M
TIC;26;TIC26;M;1;TIC26M
TIC;3;TIC3;M;1;TIC3M
TIC;37;TIC37;M;1;TIC37M
TIC;38;TIC38;M;1;TIC38M
TIC;4;TIC4;M;1;TIC4M
TIC;40;TIC40;M;1;TIC40M
TIC;45;TIC45;M;1;TIC45M
TIC;6;TIC6;M;1;TIC6M
VF;36;VF36;M;1;VF36M
VF;60;VF60;M;3;VF60M
VF;80;VF80;M;1;VF80M
VF;1;VF1;M;1;VF1M
VF;10;VF10;M;1;VF10M
VF;19;VF19;M;1;VF19M
VF;23;VF23;M;1;VF23M
VF;24;VF24;M;1;VF24M
VF;29;VF29;M;1;VF29M
VF;49;VF49;M;1;VF49M
VF;52;VF52;M;1;VF52M
VF;56;VF56;M;1;VF56M
VF;8;VF8;M;1;VF8M
VF;9;VF9;M;1;VF9M
CAT;1;CAT1;H;4;CAT1H
CAT;1;CAT1;H;5;CAT1H
CAT;1;CAT1;H;6;CAT1H
CAT;10;CAT10;H;4;CAT10H
CAT;10;CAT10;H;5;CAT10H
CAT;10;CAT10;M;2;CAT10M
CAT;10;CAT10;M;3;CAT10M
CAT;11;CAT11;H;4;CAT11H
CAT;11;CAT11;H;5;CAT11H
CAT;11;CAT11;M;2;CAT11M
CAT;12;CAT12;H;4;CAT12H
CAT;12;CAT12;H;5;CAT12H
CAT;12;CAT12;M;3;CAT12M
CAT;13;CAT13;H;4;CAT13H
CAT;13;CAT13;H;5;CAT13H
CAT;13;CAT13;M;3;CAT13M
CAT;14;CAT14;M;3;CAT14M
CAT;15;CAT15;H;4;CAT15H
CAT;15;CAT15;H;5;CAT15H
CAT;15;CAT15;M;2;CAT15M
CAT;15;CAT15;M;3;CAT15M
CAT;2;CAT2;H;5;CAT2H
CAT;3;CAT3;H;4;CAT3H
CAT;3;CAT3;M;3;CAT3M
CAT;4;CAT4;H;4;CAT4H
CAT;4;CAT4;H;5;CAT4H
CAT;4;CAT4;M;2;CAT4M
CAT;5;CAT5;H;4;CAT5H
CAT;5;CAT5;H;5;CAT5H
CAT;6;CAT6;H;4;CAT6H
CAT;6;CAT6;H;5;CAT6H
CAT;6;CAT6;H;6;CAT6H
CAT;6;CAT6;M;3;CAT6M
CAT;7;CAT7;H;4;CAT7H
CAT;7;CAT7;H;5;CAT7H
CAT;7;CAT7;M;3;CAT7M
CAT;8;CAT8;H;4;CAT8H
CAT;8;CAT8;H;5;CAT8H
CAT;8;CAT8;M;2;CAT8M
CAT;9;CAT9;H;4;CAT9H
CAT;9;CAT9;H;5;CAT9H
CAT;9;CAT9;M;2;CAT9M
CAT;9;CAT9;M;3;CAT9M
CAT;10;CAT10;M;b2;CAT10M
CAT;10;CAT10;M;b4;CAT10M
CAT;11;CAT11;M;b3;CAT11M
CAT;11;CAT11;M;b4;CAT11M
CAT;11;CAT11;M;b5;CAT11M
CAT;12;CAT12;M;b1;CAT12M
CAT;12;CAT12;M;b2;CAT12M
CAT;12;CAT12;M;b4;CAT12M
CAT;13;CAT13;M;b1;CAT13M
CAT;13;CAT13;M;b3;CAT13M
CAT;13;CAT13;M;b4;CAT13M
CAT;14;CAT14;M;b3;CAT14M
CAT;15;CAT15;M;b2;CAT15M
CAT;15;CAT15;M;b3;CAT15M
CAT;8;CAT8;M;b4;CAT8M
CAT;8;CAT8;M;b5;CAT8M
CAT;8;CAT8;M;b3;CAT8M
CAT;9;CAT9;M;b2;CAT9M
CAT;9;CAT9;M;b5;CAT9M
CAT;1;CAT1;M;b2;CAT1M
CAT;1;CAT1;M;b3;CAT1M
CAT;1;CAT1;M;b4;CAT1M
CAT;1;CAT1;M;b5;CAT1M
CAT;2;CAT2;M;b3;CAT2M
CAT;2;CAT2;M;b4;CAT2M
CAT;2;CAT2;M;b5;CAT2M
CAT;3;CAT3;M;b1;CAT3M
CAT;3;CAT3;M;b3;CAT3M
CAT;4;CAT4;M;b2;CAT4M
CAT;4;CAT4;M;b4;CAT4M
CAT;4;CAT4;M;b5;CAT4M
CAT;5;CAT5;M;b2;CAT5M
CAT;5;CAT5;M;b3;CAT5M
CAT;5;CAT5;M;b4;CAT5M
CAT;6;CAT6;M;b2;CAT6M
CAT;6;CAT6;M;b3;CAT6M
CAT;6;CAT6;M;b5;CAT6M
CAT;7;CAT7;M;b4;CAT7M
CAT;7;CAT7;M;b5;CAT7M
HY;17;HY17;H;4;HY17H
HY;17;HY17;H;5;HY17H
HY;17;HY17;M;3;HY17M
HY;19;HY19;M;2;HY19M
HY;19;HY19;M; R;HY19M
HY;19;HY19;H;4;HY19H
HY;19;HY19;H;5;HY19H
HY;25;HY25;M;2;HY25M
HY;25;HY25;M;3;HY25M
HY;26;HY26;H;5;HY26H
HY;26;HY26;M;3;HY26M
HY;26;HY26;M; R;HY26M
HY;34;HY34;M;3;HY34M
HY;34;HY34;M;2;HY34M
HY;37;HY37;M;3;HY37M
HY;37;HY37;M;2;HY37M
HY;38;HY38;H;4;HY38H
HY;38;HY38;H;5;HY38H
HY;38;HY38;M;3;HY38M
HY;38;HY38;M;2;HY38M
HY;40;HY40;H;4;HY40H
HY;40;HY40;H;5;HY40H
HY;40;HY40;M;3;HY40M
HY;40;HY40;M;2;HY40M
